;Extended Systems, Inc.;BTUSRBDG.EXE;btusrbdg.exe;1;1
;Software - Vanyo Georgiev;GOQUICK.EXE;Quick folder openin program;1;5
;SugarSync, Inc.;SUGARSYNCMANAGER.EXE;SugarSync Manager;1;5
;Vimicro;VM332_STI.EXE;VM331 StiMnt;4;1.25
;Steganos Software GmbH;SPMIETOOLBAR.DLL;Internet Explorer Toolbar and BHO;3;3
7E45A019B4F7532045EBA33FC24F47CD;;SSMMGR.EXE;;1;3
B7FD76103054F562A11CE616D50A0611;;UNIKEYNT.EXE;;6;4.67
;Ziff-Davis Media, Inc.;PRINTERDASHBOARD.EXE;Printer Dashboard;2;4.5
78FDB8F04502848DEB846A6ADC1F51F6;;VIRTUCONTROLPANEL.EXE;VirtuControlPanel;4;3.75
;(c) <NetUP Inc.>.  All rights reserved.;UTM5_WINTRAY.EXE;UTM5 wintray;1;4
6614AD1B0676BD987221773D30F1CB51;;VRPCDELAY.EXE;;1;5
724C5FABE2B8587CCD6515B92033CBE7;;UNIPRINT.EXE;;1;5
;MSI;STARTSUPERCHARGER.EXE;Super-Charger;1;5
125A8844496463B732F65679F31F7D62;;DFX.EXE;;2;4
;FlashTECH;DIGITALCLOCK.EXE;FlashTech;1;3
;Soft4Ever;LOOKNSTOP.EXE;Look 'n' Stop Firewall;3;5
B58197EBC664EE44150142CB317D2841;;XBOXEXT.EXE;;1;5
;Microsoft Corp.;WALLPAPERTOY.EXE;Wallpaper Changer;1;3
;WorldxChange Communications Limited;XNETUSAGE.EXE;Xnet Usage Meter;1;4
;Hewlett-Packard Development Company, L.P.;HPMSGSVC.EXE;HP Message Service;22;4
D90B23BB5A9593EDA743B2DC964D7CA7;;TOOLBAND.DLL;;1;5
B26A962848501344E21DEEA9504F5144;;BHO.DLL;;2;5
;VShare Inc.;BARLCHER.DLL;This is a module that is required for the operation of the vShare.tv toolbar that you installed.;1;3
;Uplivion Technologies;NPUPLIVIONPLAYER.DLL;Uplivion Player;1;3
7A40397A7C719707BFB8C4F49024F6F9;;STRONGDC.EXE;StrongDC++;1;5
E9FEE7B0D843D565A89ED7791DCE3642;;OUTICON.EXE;;1;5
;Venta Association;V4NCLIENT.EXE;Venta4Net %d.%d;1;4
E0287BAE517706088C63687E722C74F7;;OSCAREDITOR.EXE;;1;4
;NTI Corporation;AGENTTRAY.EXE;Backup Manager Agent;1;3
;Sysinternals - www.sysinternals.com;CIQEOP.EXE;TCP/UDP endpoint viewer;1;1
;VM.;VM_STI.EXE;Still Image (STI) Driver;1;3
;BonSoft;CLOCX.EXE;ClocX;8;4.25
92462B1E310092C2F314A8E76E6CF165;;SERVIIOCONSOLE.EXE;;1;5
;Evgeny Lachinov;HMS.EXE;????z:H9y:8<y|8?|
T?
CB???YOI???][??M;1;5
5B2CF964B3EA3C3ACCF323B36CF8BE28;;DUMPRUUPLOADER.EXE;;1;5
673472F935012B40598DB302E05E810F;;WIDECAP.EXE;WideCap Control Panel;1;5
;Ashampoo Development GmbH & Co. KG;WO9.EXE;Ashampoo WinOptimizer 9;1;5
;BitTorrent, Inc.;BITTORRENT-7.2.1.EXE;BitTorrent;1;5
;Brother Industries, Ltd.;BRSTMONW.EXE;Brother Status Monitor Application;22;4.18
647E43B0D1523D810FA764285BDBCB25;;CHOMIKBOX.EXE;;1;3
E3ECE66C972AE041CA564932408B6D44;;UPSMON.EXE;;1;5
;America Online, Inc.;AIM.EXE;AOL Instant Messenger;1;5
6E491A7FECB845974F8F6F65B419C7B1;;HFS.EXE;;1;5
E2D8EDE14895708E4F0D1F5E3338EC2F;;HUGHESNETSTATUSMETER.EXE;;1;5
;Creative Technology Ltd.;V0720MON.EXE;Event Monitoring Applet;1;5
;D-Link Corp.;AIRNCFG.EXE;D-Link WLAN Application;7;4.14
1CCC0D28813E0601C2BBD4AA90B2FEE0;;ASSISTENT1.EXE;;1;5
;Adobe Systems, Inc.;FLASHUTIL10U_ACTIVEX.EXE;Adobe? Flash? Player Installer/Uninstaller 10.3 r181;1;1
0CE8F544263B1A70E9A2A70968072232;;KIESPDLR.EXE;KiesPDLR;6;3.83
5479630BFE201AA8316771027A6AAB6B;;WINLIRC.EXE;;1;5
;AVAST Software;ASWREGSVR.EXE;avast! RegSvr;4;4.75
111825ACC6BD5C3E33CFE7852343AEF2;;ASHAMPOO_NLANG3_EDITOR.EXE;;1;5
5FD9154CCB5351D7DACA2E10395A62DA;;LXDUAMON.EXE;;1;4
;Hewlett-Packard;HPGMNREV.DLL;HP Get Model Number Revision DLL;2;3
;Microsoft Corporation;WLMAIL.EXE;Windows Live Mail;3;3.67
8A97689429D386CE3046227B61E86A6A;;USB-MODEM BEELINE.EXE;;1;5
;Druide informatique inc.;AGENTANTIDOTE.EXE;AgentAntidote;2;5
;Druide informatique inc.;AGENTANTIDOTE64.EXE;AgentAntidote;1;5
9B384D155C75A0D169893662DCC8312E;;WSENRICHMENT.EXE;;1;5
;AnVir Software http://www.anvir.net;ANVIR.EXE;AnVir Task Manager;10;4.5
5FE47B7D8F54DAF6668BEF7AF8F53933;;YNDBAR.DLL;;1;3
650B856D41EC4FCBC1E6EC5C0F1D601B;;HUAWEI MODEM 2.0.EXE;;1;4
;SPAMfighter ApS;FIGHTERSTRAY.EXE;FIGHTERtools Update Manager;5;4.8
;OpenLimit SignCubes AG;SIQECARDCLIENT.OLS;eCard Client Initiator;3;3.33
;Bandoo Media, inc;DATAMNGRUI.EXE;Data Manager;1;5
;Mz Ultimate Tools;MZRAMBOOSTER.EXE;Mz RAM Booster;7;4.86
;????;AUTOBACKUP.EXE;AutoBackup;1;5
;Giant Telecom Ltd.;SKYLINK 2-IN-1 PHONE UTILITY.EXE;SKYLINK 2-in-1 Phone Utility.exe;1;5
;http://www.nurgo-software.com;AQUASNAP.DAEMON.EXE;AquaSnap daemon;2;5
;LiveInternet;TORRNADO.EXE;????????? ??? ?????????? ?????? ? ?????? http://torrado.ru;1;5
;Razer USA Ltd;HYDRASYSTRAY.EXE;Razer Hydra Systray;1;4
;OfficeDrop;PAPERPORTANYWHERE.EXE;PaperPort Anywhere;3;2
;Nuance Communications, Inc.;PDFCREATE7HOOK.EXE;PdfCreate7Hook.exe;1;5
;Nuance Communications, Inc.;OMNIPAGE18.EXE;OmniPage Application;2;3
A8F9119C3A6992C4728AEFBBF96A682B;;GLADLAUNCHER.EXE;;1;2
;Logitech, Inc.;KHALSCROLL.EXE;Logitech ScrollApp (UNICODE);2;2
;GameStop Corp.;IMPULSENOW.EXE;GameStop Now;1;2
;Creative Home;PLNRNOTE.EXE;Hallmark Event Planner;4;3.75
;EFS Software, Inc.;FSWS.EXE;Easy File Sharing Web Server;1;5
FC3B6C301C5627BF01F59C7D4F5325BF;;COMCASTDX.DLL;dtx Dynamic Link Library;2;3
;White Sky, Inc.;IDVAULT.EXE;Protection Suite;2;5
;Insoft LLC;ADGUARD.AGENT.EXE;Adguard Ad Blocker;2;5
;Creative Technology Ltd.;V0330MON.EXE;Live! Cam Console Auto Launcher;1;1
;Adobe Systems, Inc.;FLASHUTIL11E_PLUGIN.EXE;Adobe? Flash? Player Installer/Uninstaller 11.1 r102;2;1
;Bemo Software;WINDOWTABS.EXE;WindowTabs;1;5
;AlterGeo;HTML5LOCSVC.EXE;AlterGeo HTML5 location provider;10;2.6
60B78CD46387D0D72E5004EC7D0B987E;;TOP_NETINFO.EXE;;1;5
400F37A2051FAC339E3A095DDE9887D1;;SMARTCOPY.EXE;SmartCopy MFC Application;1;4
093C51A9C2F5A52FDF25254D9E2782E2;;NWIZ.EXE;;1;5
;EIZO NANAO CORPORATION;LCDCTRL.EXE;ScreenManager Pro for LCD;2;5
;Sony Corporation;READERAPPHELPER.EXE;Reader Application Helper;5;4.6
554CB765EA96F0C50DCF3FA119A1BFFC;;NETGEARGENIE.EXE;;1;5
7AC7874C522831A480F5B2A71277B37B;;WNDA3100V2.EXE;Netgear;1;5
;Wondershare;MOBILEGOSERVICE.EXE;MobileGoService;8;4.5
D29046DC1D22561F3CE08DAC22BBB17B;;ROC_ROC_DEC12.EXE;;3;4
;Insoft LLC;ADGUARD.EXE;Adguard Ad Blocker;65;4.77
;CyberLink Corp.;POWERDVD12AGENT.EXE;PowerDVD 12;12;4.33
;JackassJoeJoe;ARSCLIP.EXE;ArsClip;1;5
;CyberLink Corp.;CLEAR.FIMOVIESERVICE.EXE;clear.fi Movie Resident Program;6;3.67
9E765DB314A25728DE7798EDFD1FC35D;;VIDALIA.EXE;;1;5
;Badoo;BADOO.DESKTOP.EXE;Badoo Desktop;3;4.33
A4262A0F8B94592B75DA5B61F10A9078;;MEGAFON MODEM.EXE;;2;5
E8E1F6F9C426D6F1EF452546C3A905F6;;YNDBAR.DLL;;1;5
;Lavasoft Limited;AAWTRAY.EXE;Ad-Aware Tray Application;1;4
;QIP.ru;QIPSHOT.EXE;QipShot;2;4.5
4458CFA5DA08FEB961A21D10772178BF;;TOP TB SHADOW.EXE;;1;2
;Thong Nguyen;POWERMENU.EXE;PowerMenu;4;3.5
AF25C633C18F4ACB0B4FD106089AB358;;ROCKETDOCK.EXE;;1;5
;SlipWorms [Slavik_pr (FBI)];SCLOCK.EXE;Digital Clock;1;5
BB5FFEBD6DB1C5B7D93F4AAF3BE36582;;STARTER.EXE;;1;5
;Analog Devices, Inc.;SOUNDMAX.EXE;SoundMAX Audio Settings (32-bit);8;4.63
;PilotGroup LLC;SAVEFLASH.DLL;SaveFlash;1;3
;PGWARE LLC;PCBOOSTTRAY.EXE;PCBoost Tray Applet;6;4.33
;Winstep Software Technologies;NEXUS-ULTIMATE.EXE;NeXuS Ultimate;14;4.36
D67A8AFBCA3A80988A1BEDA314B9CF31;;WINBAIT.EXE;;1;5
;DiamondCS;PGACCOUNT.EXE;pgaccount;1;5
;PcWinTech.com;DRIVE_SPEEDOMETER.EXE;Drive Speedometer;1;4
2BC8B0E28E5FE64143EDC53F7C6FD24E;;LAUNCH.EXE;;1;4
;DiamondCS;PROCGUARD.EXE;GUI Aspect of ProcessGuard;1;5
;BUFFALO INC.;NASNAVI.EXE;NASNaviator2;5;4.2
;CyberLink;POWERDVD12DMRENGINE.EXE;DMREngine;6;4.67
;CANON INC.;CNAP2LAK.EXE;Canon Advanced Printing Technology Printer Status Window Launcher;3;4
0A94D445EB7EE2F196C79B706B09A7EF;;JSLOADER.DLL;Browser Companion Helper plug-in;1;2
;r2 studios;HIDEOE.EXE;HideOE;1;5
;Adobe Systems, Inc.;FLASH11F.OCX;Adobe Flash Player 11.1 r102;1;5
;3M;PSNLITE.EXE;Post-it(R) Software Notes: System;1;5
;Adobe Systems, Inc.;FLASH11G.OCX;Adobe Flash Player 11.1 r102;3;3.67
05D837F44836FC9319281A84D287B6E8;;CHECKCU.EXE;;1;1
3B1C97FF4C0F4EC264AC09563DECB79C;;UIEXEC.EXE;;1;2
C95462736AC1430C759D84802BE2816C;;ZENDCONTROLLER.EXE;;1;3
;Structu Rise;K-MANIA.EXE;Kleptomania;1;5
;ODSoft multimedia;ODSBCAPP.EXE;TV Broadcast Service;1;3
;Logitech Inc.;SQUEEZETRAY.EXE;Squeezebox Server Tray Icon;4;4.25
1C77AE5348EEA69DFD4C6374BED484F7;;TV IR.EXE;;1;4
;Timex Corporation;DATALINKLAUNCHER.EXE;Timex Data Link USB Launcher;1;3
;Systweak Inc;ADU.EXE;Advanced Driver Updater;6;3.83
;Alnoite;8E82C0~1.EXE;Melodially;1;1
64B9458E16AECFEF67333B7C39F82B09;;SSMMGR.EXE;;2;1
;NesterSoft Inc.;TIMELEFT.EXE;TimeLeft;3;3
2AC7D75F3C2ED5CF4F1A96F04032C041;;SIXENGINE.EXE;;3;4.33
;StartSearch Inc.;SSBARLCHER.DLL;This is a module that is required for the operation of the StartSearch toolbar that you installed.;1;1
;Crawler.com;IMTOOLP.EXE;IM ToolPack;1;5
88982F7F2B7ED9579AC1DC530F0C90BB;;BITMETER2.EXE;;1;5
;Dell Inc.;DFEPAPPLICATION.EXE;Dell Feature Enhancement Pack;1;5
D686A545D793DE60A123F16EF260D1DE;;NIMBUZZ.EXE;;1;3
AEB22C382583328DE9A7891392A2B55D;;CENTERNET.EXE;;1;4
011F4F12DFB479562BE84CE7132C01CB;;BITMETER2.EXE;;4;4.75
;Shenzhen QVOD Technology Co.,Ltd;QVODEXTEND.DLL;KuaiboExtend ??????;2;3
;SRS Labs, Inc.;AENOTIFIER.EXE;AE Notification;3;4.67
;G&G Software;AMLMAPLE.EXE;Aml Maple is a new point of view at keyboard layout indicators: simple, modern, flexible;1;5
;?L??????T?C?g?[???;HIDEMARU.EXE;?G??G?f?B?^;1;5
;H.Shirouzu;IPMSG.EXE;IPMsg;2;5
C702D60BC6A812CA69221267B6090BA1;;DFX.EXE;;1;5
6E43238CADA10ED92DCC50C67A9B742F;;KDBSYNC.EXE;;4;3.5
;?????????????????????;XLBROWSERADDIN1.0.6.69.DLL;XlBrowserAddin;1;3
;SC eXs Corporation SRL;BATTER~1.EXE;Laptop Battery Monitor;1;5
;Fujitsu Technology Solutions GmbH;QGET.EXE;QGet Application;1;3
;Fujitsu Technology Solutions GmbH;QGETIEMENUEXT.EXE;QGet Application;1;3
;OrdinarySoft;STARTMENUX.EXE;StartMenuX;24;4.54
;Adobe Systems, Inc.;FLASH32_11_2_202_160.OCX;Adobe Flash Player 11.2 r202;1;3
491AE33C0FE58B6E881BFE1876AD7521;;PHONOSTARTIMER.EXE;;2;3.5
AE48776FDA1B643862C4506CF5018161;;BLOCK.EXE;block mouse, keyboard;1;5
3E7C4DD42AE208A47DE115098AD7408B;;T-MOBILE INTERNET MANAGER.EXE;;1;5
6A8FD04DE7E72CE27D30F58B9534B219;;AXVLC.DLL;;1;1
;AVTECH;AVC_AX_724_VIEWER.DLL;SOFTWARE;1;1
013F05784A4BD193C9CD1817ACC31B6B;;HP_REMOTE_SOLUTION.EXE;HP Remote Solution;1;5
;ASUSTek Computer Inc.;AICHARGERPLUS.EXE;AiChargerPlus MFC Application;7;4
;BlueStack Systems, Inc.;HD-FRONTEND.EXE;BlueStacks Frontend;1;5
;BlueStack Systems, Inc.;HD-AGENT.EXE;BlueStacks Agent;28;3.5
;Fengtao Software Inc.;VDRIVE.EXE;DVDFab Virtual Drive Tray - vc9_x86_release;5;4.6
;Andreas Verhoeven;3DUSERPIC.EXE;3DUserPic Module;1;5
;Zen Internet;ZEN.BROADBANDWEBSERVICE.BROADBANDACCOUNTCHECKER.EXE;Broadband Usage Checker;1;5
0EBBF2A959E58B7F9F63E7E84C43EA90;;SERVIDOR.EXE;;1;5
;Autodesk, Inc;ACSTART17.EXE;AutoCAD Startup Accelerator;2;3.5
;Autodesk, Inc.;ADSYNC.EXE;Autodesk Sync;3;3
;Comfort Software Group;FREEALARMCLOCK.EXE;Free Alarm Clock;6;3.83
;Facebook;FACEBOOKMESSENGER.EXE;Facebook Messenger;11;3.55
0A8A57793279A1F9696208AC2F66863D;;GOMEZPEER.EXE;;1;5
;SEH Computertechnik GmbH;UTNMANAGER.EXE;SEH UTN Manager;1;5
1553F33F7744B9D12AF5C92575A97F26;;CORECENTER.EXE;FuzzyPWM MFC Application;2;2.5
;macropool GmbH;WRSHELL.DLL;Shell-Komponenten f?r Web-Recherche;1;5
;Galtech Soft Ltd.;BLITZ.EXE;WordPoint main executable;1;5
6035D090A7944194B55AF69A72B90E97;;DSLAGENT64.EXE;;1;5
;Seal One AG;SEALONE.EXE;Seal One? USB;1;5
2CE5B88BA318A01FEA7B5B2D9E1F890A;;MSHAKTUELL.EXE;;1;5
;Logitech Inc.;HARMONYIEPLUGIN.DLL;Logitech Harmony Remote Software;2;4
;TimeSystem;LIVE.EXE;TimeSystem;1;1
;Gianpaolo Bottin;WALLPAPERSS.EXE;Wallpaper Slideshow LT;1;5
4A0B094A3EECB10E7A1BFD38BA2F8596;;QUICKTV.EXE;QuickTV;1;5
;DeskSoft;EARTHVIEW.EXE;EarthView Application;3;5
1CE0621B591913C12BECAA5B50E88BB2;;OUC.EXE;;1;5
;TGRMN Software;VVENGINE.EXE;VVEngine 2.0;1;5
;TGRMN Software;VVENGINEICON.EXE;VVEngineIcon;1;5
95BCE007607F409FE1C7AFE947D74AC2;;MARVELLTRAY.EXE;MarvellTray;3;4.33
;Agere Systems;;ltmsg;1;1
07699C9ABD1B31AE3C12477340FABD5C;;DCRYPT.EXE;DiskCryptor GUI;1;5
;Published by BiniSoft.org;WFC.EXE;Windows Firewall Control;1;5
CD0D200887966DDFE41B2EA079C6C4E6;;RTWLAN.EXE;RtWLan MFC Application;1;5
;Kuvva;KUVVA.EXE;Kuvva;1;3
;Bandoo Media Inc.;FTALK.EXE;fTalk;1;3
;Peter Souza IV;BETTER MEMORY METER.EXE;Better Memory Meter;1;5
9E6F46376659548D78FE3747DAC1C927;;FANCONTROL.EXE;MFC-Anwendung FanControl;1;3
;Auteur van het programma: macropool GmbH;ISSHELL.DLL;Shell-componenten voor WebArchief;2;5
9AEA26ECFCC60583E255F316FF01FC9B;;COMODO FIREWALL.LNK;;1;5
;VR-NetWorld Software;VRTOOLCHECKORDER.EXE;VR-ToolCheckOrder;4;3.25
;Realtek Semiconductor;RTKNGUI.EXE;Realtek HD Audio-Manager;8;4.13
71DE6F84C8F4F1B387366F5F472DF097;;IATSKY.EXE;;4;3.5
;Quadsoft;USBLONDETECT.EXE;USBLogon;1;3
;Sonix;VSNP2UVC.EXE;CameraMonitor Application;7;4.43
CCE921BEA8DD1AEAB63C12DC42460337;;OATR.EXE;BOX _OATR;1;3
;20-20 Technologies;2020PLAYER_IKEA_5_0_93_0.DLL;20-20 3D Viewer - ActiveX Control v5.0.93.0;1;1
CC5818DE66F67EFF74D7BFF62CD6527B;;AIRPLAYIT.EXE;;1;2
;Logitech;H800.EXE;Logitech(c) H800 Wireless Headset;1;4
16236432EA87E7CA663264483A3684E3;;MAILCLIENT.EXE;eM Client;1;5
;Conduit Ltd.;PRXTBMINI.DLL;Conduit Toolbar;1;1
7DE39058F8EF93BE01E5F2B12737C13F;;MAGICTUNELAUNCHER.EXE;;1;4
;GFI Software;SBAMTRAY.EXE;SBAMTray Application;4;4.5
7B61CF742FFC6D75E16EC8847BDB963E;;VERCONTROL.EXE;Auto Update Checker;1;1
;SEIKO EPSON CORPORATION;E_FATIGGE.EXE;EPSON Status Monitor 3;1;4
;Adobe Systems, Inc.;FLASH32_11_2_202_228.OCX;Adobe Flash Player 11.2 r202;2;4
;eTimeIcn.com;EREMINDER.EXE;eReminder Easy Calendar & Reminder;1;5
;PIONEER CORPORATION;MIXTRAXSYSTEMTRAY.EXE;MIXTRAXSystemTray;2;2
;Lunascape Corporation;LUNA.EXE;Lunascape6;3;2.67
;Bioscrypt Inc.;ASTSVCC.DLL;Terminal Services Virtual Channel Client;2;1.5
;Synaptics, Inc.;SYNTPLPR.EXE;TouchPad Driver Helper Application;2;3
5301AA8F11D659181AB6E4FE0F7B14F9;;DFX.EXE;;3;4.33
96DB04CF4B3F40D793B05D7E1F7141FA;;FREEPOPSD.EXE;;1;4
56B1216E54C4832BFAF63CC96E98A522;;SDIEINT.DLL;;1;4
;Adobe Systems, Inc.;FLASH32_11_2_202_233.OCX;Adobe Flash Player 11.2 r202;1;5
;ASUSTeK Computer Inc.;ASUSVIBELAUNCHER.EXE;AsusVibe Application;1;1
;GamersFirst;LIVE.EXE;GamersFirst LIVE!;2;1
;http://gbilling.sourceforge.net;GBILLING-CLIENT.EXE;gBilling Client;1;5
;Copernic Technologies Inc.;COPERN~1.DLL;Copernic Agent Extensions;1;3
;WareCentral.com;PKEY_PRO.EXE;PrintKey-Pro Final version;1;3
;AVG Technologies CZ, s.r.o.;AVGDTIEA.DLL;TODO: <File description>;1;5
8B0EB598A2BF7DB458B7BF48F0953D96;;MAGICTUNELAUNCHER.EXE;;2;5
;PCTV Systems S.a r.l.;REMOTERM.EXE;RemoTerm - Remote Control Application;1;5
;ASUS Cloud Corporation;ASUSWSPANEL.EXE;AsusWebStorage;9;3.56
;Invention Pilot, Inc;HTYPIST.EXE;Add sound effect to keyboard buttons;2;3.5
;D-Link Corp.;WIRELESSCM.EXE;D-Link WLAN Application;6;4.67
;Microsoft Corporation;IEXPLORE.EXE;Internet Explorer;4;3.75
;Google;GOOGLEDRIVESYNC.EXE;Google Drive;116;4.35
B5622C1549F75A2E2312B59CE2293A09;;WCMMON.EXE;;4;4.25
;OAO Baumann;GLOBOSS.EXE;Globoss video surveillance system;1;5
1ED7FD4B342AE1CA57969B0C01667D85;;SSMMGR.EXE;;1;3
;IntelliBreeze Software;GMAILNOTIFIERPRO.EXE;Gmail Notifier Pro;4;4.25
;FNet Co., Ltd.;XFASTUSB.EXE;XFast USB;14;3.93
B87E75EB36A8D7DAEC860BFAC97136EE;;XPADDER.EXE;;1;5
;Wondershare;WSHELPER.EXE;Wondershare Studio;42;3
1DFEA4A149E086ABE0DA1CE040211B0B;;TPTRAY.EXE;;1;5
;Toolwiz;TIMEFREEZE.EXE;Toolwiz Timefreeze;1;5
;Adobe Systems, Inc.;FLASH64_11_2_202_233.OCX;Adobe Flash Player 11.2 r202;1;5
;TrustPort, a.s.;AVCOM.EXE;TrustPort Antivirus Communicator;4;4.5
;CyberGhost SRL;CYBERGHOST.EXE;CyberGhost VPN Client;4;4.75
;The Mop Team;THEMOPL.EXE;The Mop utility launcher;2;4
3B5375024AEBE4A24E8F80A11F7734B4;;SVPMGR.EXE;;1;5
;QIP;INFIUM.EXE;QIP Infium;1;4
;MetalFan;TRACKCHECKER.EXE;TrackChecker by MetalFan;2;5
2C9FB04014F69731E5F53ECEC61D4AC1;;DELTAIITRAY.EXE;M-Audio Delta Tray Application;1;3
;ASUSTeK Computer Inc.;OOBEREGBACKUP.EXE;OOBERegBackup Application;2;3
;Microsoft Corporation;SKYDRIVE.EXE;Microsoft SkyDrive;66;4.32
;iPAW Solutions;TEMPCLEANER.EXE;TempCleaner;3;5
;LOGO Kommunikations- und Drucktechnik GmbH & Co. KG;XRGAMMA.EXE;CalibrationLoader 5.0 Application;2;5
85EC75ECE0432E51385668F9BF156756;;COLORMUNKIDISPLAYTRAY.EXE;;1;5
88732871403348F192064E69042A8861;;FAHCONTROL.EXE;;1;5
8442F5133DBB5CB291C068E47F6B58F8;;DIR-457 MONITOR.EXE;;1;5
;Logitech, Inc.;LOGISMOOTH.DLL;Logitech Flow Scroll;1;4
905C892E19BB1C19D727B0E150523520;;IEAWSDC.DLL;;1;4
24CEC22C0415DFF2233F66436BD2003C;;SSMMGR.EXE;;1;5
;Damian Pasternak;CWK.EXE;CWK (Czasowy Wy??cznik Komputera);1;1
C6F4FEA2A9AE0EDF6B1AADE7332B5149;;MUSICSTUDIO3.EXE;;1;5
;Adobe Systems Incorporated;CS6SERVICEMANAGER.EXE;Adobe CS6 Service Manager;15;2.47
1FDCDC31C6089C4C1CFA5DF6A212EC5B;;_UNINST_75043737.BAT;;1;5
;Microsoft Corporation;OSK.EXE;Bildschirmtastatur;2;3
BAE803C0F5AD630E28D6ED7E33540D62;;ZEGARYNKA.EXE;;1;4
;Adobe Systems, Inc.;FLASH32_11_2_202_235.OCX;Adobe Flash Player 11.2 r202;4;4
85ADCB6889BE0EF43C03104C8870266E;;MBGTSMON.EXE;;1;5
;StarWind Software;STARWINDMANAGEMENTCONSOLE.EXE;StarWind Management Console;1;3
;Uniblue Systems Limited;POWERSUITE.EXE;Uniblue PowerSuite;1;5
;Effexis Software;ACHIEVE2.EXE;Achieve Planner 2;1;5
;ZF Electronics GmbH;KEYMAN.EXE;Cherry KeyMan runtime application;3;4
501A7993D267174D87B8533C3A80DD7B;;UTORRENT.EXE;;1;5
;NDS Technologies;PCSHOWSERVERPMWRAPPER.EXE;PC Show power management wrapper;1;3
2C3730308A91BF77F239551C7E53E39D;;SSMMGR.EXE;;1;2
FD39D496BC424E745A21C573D43A6A6A;;SYNERGY.EXE;;2;4.5
4476F6C024392E86BE2AB37E50AC0EC5;;WOOT.EXE;Wootalyzer;1;3
;xwidget.com;XLAUNCHPAD.EXE;OS X Launchpad  for Windows;5;3.8
;SwiftDog;RAMSMASHTRAY.EXE;RamSmash Tray Applet;1;2
5FB401DDD3B96F19B5229FDA44DC7ACF;;DBLCLICK.EXE;;1;5
;GFI Software Ltd.;GFIAGENT.EXE;GFI BackUp Freeware;2;5
;DeskSoft;BWMETER.EXE;BWMeter Application;2;4.5
;Dynamic Internet Technology, Inc.;FG729P.EXE;Fast and Secure Gateway to Internet Freedom;1;5
578D97A076ECD7BE84D453D3415B5CC1;;YONG.EXE;;1;5
;Tendyron Corporation;D4SVR_ICBC.EXE;auto register cert for Industrial and Commercial Bank of China;2;5
661BC4D3D58B8BA4EC20360021FFD81D;;PC LOCKER PRO.EXE;;1;5
081BFC91B6C5FBC21306667BD2F9562B;;LILI PM.EXE;LILI PM;1;5
BE98A7F7C1C0CA899983209830E79520;;SSMMGR.EXE;;1;2
62FC899D89698357B1D05D77062B4D8F;;KATMOUSE.EXE;;1;5
69275AE5B3A348ABAA6ABA962BAF455D;;WINROLL.EXE;;2;4
;Carthago Software;MEMINFO.EXE;MemInfo;2;4
;Rado Manzela;KALENDAR.EXE;Kalend;1;5
;Filefacts.net;SFA.EXE;Smart File Advisor;3;3
;appsmaker;APPBOOSTER.EXE;AppBooster;1;3
06BBF11B8B06361E5BAD3187E68B34CA;;SGMLIGHT.EXE;;1;5
97961E248BE987834B7B5E419A96FAD2;;GENIUS_UTILITY.EXE;Genius Utility;1;4
;Reallusion Inc.;CTCAMSUITE.EXE;Cam Suite;1;5
;Siber Systems;PORTABLEROBOFORM.EXE;RoboForm2Go Starter;2;5
F640B6A8BF64A383E86BE5A771ABAC7A;;NIFOP.EXE;;1;2
;AdFender, Inc.;ADFENDER.EXE;AdFender;10;4.4
;Emsisoft GmbH;A2GUARD.EXE;Background Guard;48;4.92
DFF8FDF9CD8488B3C8CEDCA38D4C8349;;BITMETER2.EXE;;1;5
39BB06A556F95111DC1ECB0BB1B6EBCE;;WOT.DLL;;1;4
;ET Worker;ALTRUN.EXE;Run shortcut with limited keystroke;1;5
;Binary Fortress Software;TRAYSTATUS.EXE;TrayStatus;6;4.67
A31405AD6B114355DD3C62C6399E37AA;;CDASRV.EXE;CDA Server;3;3
;Microsoft Corp.;BINGDESKTOP.EXE;Bing Desktop application;31;3.61
4250FFC01224FA030A19EB109D5AB2CA;;MOUSEEDITOR.EXE;;2;4
;Tuto4PC;TUTORIALS.EXE;Tuto4PC;1;5
FA969B015A975A4862EE01995B5FD556;;IUA_CHECKER.EXE;;1;5
1E3A00B0E80446EF495B499FD43379B0;;HDD REGENERATOR.EXE;;1;1
;Adobe Systems, Inc.;FLASH64_11_2_202_235.OCX;Adobe Flash Player 11.2 r202;2;4
;Conduit Ltd.;PRXTBMAR2.DLL;Conduit Toolbar;1;1
055E56F2563474DDBCD610996A4A6391;;GXSTANDARD16IN1.EXE;;2;5
;SoftSphere Technologies;DEFENSEWALL.EXE;defensewall;1;5
;???? ?. ?.;ENERGYCONTROLLER2.EXE;Energy Controller 2;1;3
;Sony Computer Entertainment Inc.;CMA.EXE;Content Manager Assistant;3;4.67
;Vitzo;VDOWNLOADER.EXE;VDownloader;2;5
;215 Apps;VID-SAVER.DLL;Vid-Saver BHO;1;4
067AE6CDB61D228CA1B8F194C677A38B;;ADMUNCHUDA.EXE;?????????? ???????? ??? Ad Muncher crack - admin;10;5
;Nonoh;NONOH.EXE;Client to make VoIP calls.;1;5
4B97BA2A6CD79370D65E520814863EFD;;OSCAREDITOR.EXE;;1;3
695B08E4B242C02FE6360A3FAFC0696B;;GHOSTERYBROWSERHELPEROBJECT.DLL;;2;3
CECC8544973C95B7DDB07E920A3D80CC;;XB.EXE;;2;4
