UI_Dummy_Stats=1
AddOn 1=2.0;Chrome 42;1
AddOn 99=2.0;Chrome 99;1
{d10d0bf8-f5b5-c8b4-a8b2-2b9879e08c5d}=4.9;2;18
firefox@ghostery.com=4.7;2;6
{7b163016-dcdf-4558-b6f3-b38cfbdcb938}=1.0;2;1
lnajccaijbmjmhddmdpjjogbbicejoid=4.0;3;1
{D9B7E477-2C0F-4BCA-B63F-9AF4E03D05E1}=5.0;0;1
{570F0ABC-DF49-4A09-8687-79F921605B7A}=5.0;0;1
gomekmidlodglbbmalcneegieacbdmki=4.5;3;8
ngpampappnmepgilojfohadhhmbhlaek=4.8;3;26
ejjicmeblgpmajnghnpcppodonldlgfn=4.3;3;3
imilbobhamcfahccagbncamhpnbkaenm=4.5;3;2
Microsoft.MouseGestures_0.6.17136.0_neutral__8wekyb3d8bbwe=3.7;4;3
gighmmpiobklfepjocnamgkkbiglidom=4.8;3;13
fdjamakpfbbddfjaooikfcpapjohcfmg=4.9;3;9
{0055C089-8582-441B-A0BF-17B458C2A3A8}=5.0;0;11
{AF949550-9094-4807-95EC-D1C317803333}=3.8;0;5
Adguard.AdguardAdBlocker_2.7.2.0_neutral__m055xr0c82818=5.0;4;1
Microsoft.TranslatorforMicrosoftEdge_0.91.16.0_neutral__8wekyb3d8bbwe=4.5;4;2
ClassicThemeRestorer@ArisT2Noia4dev=5.0;2;3
artur.dubovoy@gmail.com=4.2;2;4
{75EF13CE-B59E-41ba-8A5A-A944031BD8B4}=5.0;0;2
adguardadblocker@adguard.com=4.6;2;9
web2pdfextension.17@acrobat.adobe.com=4.0;2;3
mozilla_cc2@internetdownloadmanager.com=5.0;2;1
{C1A2A613-35F1-4FCF-B27F-2840527B6556}=5.0;2;2
aushelper@mozilla.org=4.8;2;5
translator@zoli.bod=4.8;2;4
screenshots@mozilla.org=4.2;2;22
jid1-F9UJ2thwoAm5gQ@jetpack=5.0;2;1
apdfllckaahabafndbhieahigkjlhalf=4.1;3;25
Ghostery.Ghostery_7.4.2.0_neutral__kzkqe0pn505dg=5.0;4;1
SymantecCorporation.5478111E43ACF_5.1.0.0_neutral__v68kp9n051hdp=5.0;4;2
{602ADB0E-4AFF-4217-8AA1-95DAC4DFA408}=2.9;0;11
enhancerforyoutube@maximerf.addons.mozilla.org=4.2;2;6
disable-media-wmf-nv12@mozilla.org=4.0;2;1
{64AB4BB7-111E-11D1-8F79-00C04FC2FBE1}=4.2;0;5
{E1499FE7-129D-4B6E-B681-DDF21E14172C}=5.0;0;1
{5052B4D0-9DF7-45ef-88EF-F42C0EA33A43}=4.0;0;1
eofcbnmajmjmplflapaojjnihcjkigck=3.6;3;5
koiaokdomkpjdgniimnkhgbilbjgpeak=5.0;3;1
dmpojjilddefgnhiicjcmhbkjgbbclob=4.7;3;3
{BFD9D8A8-57FF-488A-B919-065EC77CF82F}=4.7;0;3
{A5DD10F7-5ABB-4EEF-B4C8-6748D44DAF2A}=5.0;0;2
pnlccmojcmeohlpggmfnbbiapkmbliob=5.0;3;3
{c37bac34-849a-4d28-be41-549b2c76c64e}=4.0;2;1
{6BF52A52-394A-11D3-B153-00C04F79FAA6}=4.2;0;13
{9843d1f9-641f-5b9a-bc7c-f59bba9a8f25}=5.0;0;1
gocklaboggjfkolaknpbhddbaopcepfp=3.0;3;2
ikhdkkncnoglghljlkmcimlnlhkeamad=5.0;3;2
{7FEBEFE3-6B19-4349-98D2-FFB09D4B49CA}=2.3;0;13
Ghostery.Ghostery_7.5.0.0_neutral__kzkqe0pn505dg=5.0;4;1
historyblock@kain=4.0;2;1
{b9db16a4-6edc-47ec-a1f4-b86292ed211d}=4.3;2;18
{D27CDB6E-AE6D-11CF-96B8-444553540000}=3.7;0;16
fpdnjdlbdmifoocedhkighhlbchbiikl=3.0;3;2
dhdgffkkebhmkfjojejmpbldmpobfkfo=4.2;3;8
{759D9886-0C6F-4498-BAB6-4A5F47C6C72F}=4.4;0;5
{3785D0AD-BFFF-47F6-BF5B-A587C162FED9}=3.5;0;4
{72853161-30C5-4D22-B7F9-0BBC1D38A37E}=4.0;0;3
{DBC80044-A445-435b-BC74-9C25C1C588A9}=4.0;0;12
{761497BB-D6F0-462C-B6EB-D4DAF1D92D43}=3.8;0;8
{067DF9EC-26B7-40DC-8DB8-CD8BE85AE367}=5.0;0;1
firefoxbingsearch.full@microsoft.com=5.0;2;1
{ED8C108E-4349-11D2-91A4-00C04F7969E8}=3.4;0;10
ohlghnkgcadghcdodlcjfhogekonhdei=4.0;3;1
public.proartex@gmail.com=5.0;2;2
dmbarff@westbyte.com=5.0;2;1
firefox@getpocket.com=4.8;2;4
s3google@translator=4.4;2;5
@windscribeff=5.0;2;3
{1018e4d6-728f-4b20-ad56-37578a4de76b}=4.5;2;6
{3d7eb24f-2740-49df-8937-200b1cc08f8a}=5.0;2;1
fhoibnponjcgjgcnfacekaijdbbplhib=5.0;3;2
{9421DD08-935F-4701-A9CA-22DF90AC4EA6}=4.2;0;5
EyeoGmbH.AdblockPlus_0.9.9.0_neutral__d55gg7py3s0m0=3.0;4;3
BetaFish.AdBlock_2.4.0.0_neutral__c1wakc4j0nefm=3.7;4;3
cfhdojbkjhnklbpkdaibdccddilifddb=4.7;3;26
gmlllbghnfkpflemihljekbapjopfjik=4.5;3;2
support@lastpass.com=4.7;2;7
gannpgaobkkhmpomoijebaigcapoeebl=4.2;3;6
bnfdmghkeppfadphbnkjcicejfepnbfe=4.9;3;24
blpcfgokakmgnkcojhhkbfbldkacnbeo=4.3;3;50
aekofidfokcfghgemoplgpjkiehmmobk=5.0;3;1
komhbcfkdcgmcdoenjcjheifdiabikfi=4.0;3;3
mozilla_cc3@internetdownloadmanager.com=4.4;2;8
{724d43a0-0d85-11d4-9908-00400523e39a}=4.8;0;5
efaidnbmnnnibpcajpcglclefindmkaj=4.5;3;17
rf-firefox@siber.com=4.3;2;6
firefox-addon@expressvpn.com=5.0;2;3
helper-sig@savefrom.net=4.0;2;2
jid1-q4sG8pYhq8KGHs@jetpack=4.8;2;4
{019f5290-6afb-4863-bc31-87cc0b6adb25}=5.0;2;2
adblockultimate@adblockultimate.net=4.7;2;6
jid1-YdiFiTEkQgInxA@jetpack=5.0;2;1
formautofill@mozilla.org=3.7;2;10
lneaknkopdijkpnocmklfnjbeapigfbh=5.0;3;4
icdipabjmbhpdkjaihfjoikhjjeneebd=5.0;3;2
hdokiejnpimakedhajhdlcegeplioahd=4.8;3;15
iikflkcanblccfahdhdonehdalibjnif=4.3;3;3
nortonsafeweb@symantec.com=4.2;2;6
cjabmdjcfcfdmffimndhafhblfmpjdpe=4.7;3;3
{0cb9bd69-a862-4ef9-9448-6db8a424216c}=5.0;2;1
{149E45D8-163E-4189-86FC-45022AB2B6C9}=5.0;0;1
firefox-extension@steamdb.info=5.0;2;1
jblimahfbhdcengjfbdpdngcfcghladf=5.0;3;1
@translatenow=4.0;2;2
njkkjobcechefaoknodniidfjapgfoco=5.0;3;1
{635abd67-4fe9-1b23-4f01-e679fa7484c1}=3.0;2;1
{7b1bf0b6-a1b9-42b0-b75d-252036438bdc}=4.3;2;3
=4.3;3;13
pjkljhegncpnkpknbcohdijeoejaedia=4.1;3;39
mkaoblbjfmcalcjjaifickaoccjmhlal=5.0;3;1
mchjnmdbdlkdbfliogedbnpnanfjnolk=5.0;3;3
{53719C00-353D-4FCF-A8AB-1B1027B60A49}=3.5;0;4
{553891B7-A0D5-4526-BE18-D3CE461D6310}=3.4;0;7
{EA801577-E6AD-4BD5-8F71-4BE0154331A4}=4.0;0;3
light_plugin_ACF0E80077C511E59DED005056C00008@kaspersky.com=5.0;2;1
{03993315-5CE9-4F00-8790-D14A94F1D91A}=5.0;0;1
fbimffnjoeobhjhochngikepgfejjmgj=5.0;3;1
bgnkhhnnamicmpeenaelnjfhikgbkllg=4.9;3;14
chgdeabpmphfhkoemjjglmilajldekbp=5.0;3;1
Microsoft.TranslatorforMicrosoftEdge_0.91.38.0_neutral__8wekyb3d8bbwe=3.0;4;1
SymantecCorporation.5478111E43ACF_5.2.2.0_neutral__v68kp9n051hdp=3.0;4;1
elemhidehelper@adblockplus.org=5.0;2;1
{a95d8332-e4b4-6e7f-98ac-20b733364387}=5.0;2;1
privateTab@infocatcher=5.0;2;1
{9D6218B8-03C7-4b91-AA43-680B305DD35C}=5.0;2;1
savefileto@mozdev.org=5.0;2;1
HighlightedTextToFile@bobbyrne01.org=4.0;2;1
{f759ca51-3a91-4dd1-ae78-9db5eee9ebf0}=5.0;2;1
firefox@zenmate.com=1.0;2;1
{60B7679C-BED9-11E5-998D-8526BB8E7F8B}=4.3;2;3
Microsoft.TranslatorforMicrosoftEdge_0.91.42.0_neutral__8wekyb3d8bbwe=5.0;4;1
Adguard.AdguardAdBlocker_2.8.4.0_neutral__m055xr0c82818=4.0;4;1
5A894077.TrueKey_1.35.3531.0_neutral__wafk5atnkzcwy=5.0;4;1
tls13-rollout-bug1442042@mozilla.org=3.0;2;1
kcahibnffhnnjcedflmchmokndkjnhpg=4.0;3;1
{9030D464-4C02-4ABF-8ECC-5164760863C6}=4.5;0;2
{4853DF44-7D6B-48E9-9258-D800EEE54AF6}=5.0;0;3
pbdpajcdgknpendpmecafmopknefafha=1.0;3;1
InternetProtection@360safe.com=4.7;2;3
niemojilidmmanhhnihhhjhdaelfmjoi=4.8;3;5
felcaaldnbdncclmgdcncolpebgiejap=3.8;3;8
aapocclcgogkmnckokdopfmhonfmgoek=3.7;3;9
bigefpfhnfcobdlfbedofhhaibnlghod=4.7;3;9
jgphnjokjhjlcnnajmfjlacjnjkhleah=4.5;3;2
Amazon.com.AmazonAssistant_10.1710.11.0_neutral__343d40qqvtj1t=5.0;4;1
uBlock0@raymondhill.net=4.7;2;23
light_plugin_448EC0843447455C9DA355B3C2811D6A@kaspersky.com=3.0;2;2
{0E2877D3-2641-4970-B794-A553E295428D}=5.0;0;2
jid1-NIfFY2CA8fy1tg@jetpack=4.5;2;6
activity-stream@mozilla.org=4.8;2;5
SymantecCorporation.5478111E43ACF_5.3.1.0_neutral__v68kp9n051hdp=4.0;4;1
{F6D90F11-9C73-11D3-B32E-00C04F990BB4}=3.8;0;6
{E77E049B-23FC-4DB8-B756-60529A35FAD5}=5.0;0;1
eedlgdlajadkbbjoobobefphmfkcchfk=5.0;3;3
{FFCB3198-32F3-4E8B-9539-4324694ED664}=3.8;0;4
{669695BC-A811-4A9D-8CDF-BA8C795F261C}=3.9;0;9
{42D79B50-CC4A-4A8E-860F-BE674AF053A2}=4.0;0;7
endor895@cronos.com=5.0;2;1
{6c28e999-e900-4635-a39d-b1ec90ba0c0f}=5.0;2;1
{DDC359D1-844A-42a7-9AA1-88A850A938A8}=4.7;2;3
{df4e4df5-5cb7-46b0-9aef-6c784c3249f8}=4.0;2;1
jid1-KKzOGWgsW3Ao4Q@jetpack=5.0;2;5
{9AA46F4F-4DC7-4c06-97AF-5035170634FE}=4.6;2;7
{84380428-8c9d-4bdf-913d-b2c34d6562d9}=3.7;2;3
{5657c026-efc3-4860-b43b-16e4eaa8a9aa}=3.0;2;3
{64161300-e22b-11db-8314-0800200c9a66}=5.0;2;1
{dc572301-7619-498c-a57d-39143191b318}=5.0;2;1
{287dcf75-bec6-4eec-b4f6-71948a2eea29}=4.7;2;3
hgcgfbbibjgalgcnfpieiaeibjkngoph=5.0;3;1
npamdkabjncnnoaofdjcaipmnccofeem=4.0;3;1
37833NikRolls.uBlockOrigin_1.15.24.0_neutral__f8jsg5mm64m62=4.8;4;6
Microsoft.TranslatorforMicrosoftEdge_0.91.47.0_neutral__8wekyb3d8bbwe=4.0;4;3
SymantecCorporation.5478111E43ACF_5.3.4.0_neutral__v68kp9n051hdp=3.0;4;1
Ghostery.Ghostery_8.1.2.0_neutral__kzkqe0pn505dg=5.0;4;1
Amazon.com.AmazonAssistant_10.1805.15.0_neutral__343d40qqvtj1t=4.0;4;1
{C9C42510-9B41-42c1-9DCD-7282A2D07C61}=5.0;0;3
{ecb80162-dfbd-4d91-a8da-17b35ba4707a}=4.9;2;10
antidote9_firefox@druide.com=5.0;2;1
fr-dicollecte@dictionaries.addons.mozilla.org=4.5;2;2
langpack-fr@firefox.mozilla.org=5.0;2;1
linkificator@markapola=5.0;2;1
{35106bca-6c78-48c7-ac28-56df30b51d2a}=5.0;2;1
feca4b87-3be4-43da-a1b1-137c24220968@jetpack=5.0;2;1
mlomiejdfkolichcflejclcbmpeaniij=4.9;3;9
joodangkbfjnajiiifokapkpmhfnpleo=4.0;3;1
pnoffddplpippgcfjdhbmhkofpnaalpg=5.0;3;1
gecgipfabdickgidpmbicneamekgbaej=4.3;3;3
khpcanbeojalbkpgpmjpdkjnkfcgfkhb=5.0;3;1
ghgabhipcejejjmhhchfonmamedcbeod=5.0;3;6
pdabfienifkbhoihedcgeogidfmibmhp=3.5;3;6
bhlhnicpbhignbdhedgjhgdocnmhomnp=5.0;3;2
lfmadckmfehehmdnmhaebniooenedcbb=4.0;3;1
pfmgfdlgomnbgkofeojodiodmgpgmkac=4.0;3;1
egfhcfdfnajldliefpdoaojgahefjhhi=1.0;3;1
bomhdjeadceaggdgfoefmpeafkjhegbo=4.0;3;1
nknonnojlmhnmjhpeokdbeineeajcemh=4.3;3;3
efdhoaajjjgckpbkoglidkeendpkolai=4.0;3;1
aohghmighlieiainnegkcijnfilokake=3.6;3;18
jfchnphgogjhineanplmfkofljiagjfb=4.0;3;1
aiahmijlpehemcpleichkcokhegllfjl=4.7;3;3
glaicnlmooddlibnipmedfkfjkphoklc=4.0;3;1
jjmflmamggggndanpgfnpelongoepncg=4.0;3;3
jgjhhoglgjdklldfgoffdiaceffijeke=4.0;3;1
hmbmmdjlcdediglgfcdkhinjdelkiock=4.0;3;1
